Symbol,Annual Volatility,Sharpe Ratio,Max Drawdown
AMRN,1.1161490086519723,0.26785111232416886,-2.2673154639214577
AVR,0.3579678607491334,2.559560335542726,-0.0727272900668059
AFG,0.3205136968626637,0.4518601496191841,-34.12428346032691
AJG,0.2514076762697514,0.6995420237298696,-63.1296780554224
ALMS,0.7669007290448647,-1.3453664117398165,-0.5845295012762427
ATHA,0.9144486580265903,-0.28604728202305013,-2.015704955679955
AQST,0.8842618989350707,0.14541246483361617,-1.1564667916772207
AWP,0.3107214063197229,0.16009925587220297,-0.878117499544695
AMN,0.44932309441014695,0.22071517551420075,-4.828386037110674
BCS,0.43207280167237716,0.34298953376864066,-25.0915886882377
AQMS,0.9596220927887962,0.028210913584627174,-4.341890425231336
BDL,0.5631941799678365,0.302448592353553,-4.597518058899816
AVO,0.3625484024542653,0.09957953784965518,-1.1512945704835158
ADUS,0.45527821347355096,0.5763378348184042,-6.374444749620193
AMP,0.4030028546215595,0.5701717128248931,-3.98489015232971
ASNS,4.444971144865514,0.3841927861627121,-0.9776410261789958
AGX,5.754512862824849,0.24007467091345,-342.45813462018
CTMX,1.026387228159563,0.09608653272242457,-2.693548568980871
DFP,0.18016481458862263,0.3682366079098538,-0.9211865799741905
AMSC,0.7608887634453775,0.30945756792888285,-5.746083333094909
ANF,0.555929031352924,0.4320954728044298,-10.297151027364324
DBX,0.39412498544244723,0.19172514883102001,-0.8640394009985854
BEDU,0.6776447125571362,-0.24058758549080803,-2.177646612797257
ANGH,1.3998610712477215,0.13612815393309152,-2.9131958492160295
APOS,0.0809917210048878,0.640115644095438,-0.06409088925620354
APM,2.8022130559116554,0.2667881414971471,-2.405284865399639
AAP,0.34673969358895307,0.31230841842285173,-15.32515705417145
BAP,0.3189308557668121,0.4969327303431847,-25.092186582110692
AZZ,0.5052289890023947,0.40911710548844676,-24.48288031582508
DCOMG,0.1096359282887316,0.687712679044729,-0.04187270166861845
DEO,0.24132628638653908,0.36697740011317803,-9.132110491846019
ALOT,0.5345568000546435,0.3794676065896696,-37.05716579285055
CRI,0.3526370833361988,0.3538957459163181,-4.784724029730029
DHR,0.3557384475258643,0.6602659410720874,-2387.0634513191326
DDL,1.041562664474564,-0.1627118226842357,-0.9221932685780989
ALTI,0.7691772824301922,0.02452898809067963,-1.2215150970213382
AI,0.8402050266895079,0.00868132934074235,-1.2862307768601637
ADXN,1.3025781352865604,0.06291398747823071,-2.1179202995469084
AHCO,0.5520871218390467,0.24598767719579323,-3.470103341920657
ATHE,1.1258009165000198,0.2785797901480829,-2.4974645650009633
AOSL,0.5292657893039417,0.3442032671930557,-2.5778895799551798
DEI,0.36637559075701165,0.20188700315424196,-2.050745435100991
ACOG,0.7361842789511794,0.3715516964923342,-0.32752616540169155
CRL,0.34446288930108215,0.3821910438129317,-13.562513950892928
ATRO,0.7187133731981193,0.5031361215897064,-405.8028493635593
ASAN,0.8003167517124328,0.33151313212963246,-5.0329122396967225
AIHS,1.2528923887398562,0.06617978413981726,-1.5579457530603518
ASPS,0.6764919726058927,0.05945411920046454,-10.605000153183992
AXL,0.7845154012999258,0.26969944129674017,-2.505250134422089
DERM,0.9834149981141921,0.28010366922606317,-0.9038889010747271
AWF,0.2066575123992185,0.47245156648006803,-4.705851585012857
ALRS,0.4102640886718608,0.3826864961957243,-7.439609037116842
CTGO,1.2016384825166804,0.45500845437248977,-1.8144000244140548
BASE,0.67913713759449,0.07540664302129836,-1.2074139406471736
CRDO,0.773167198891115,1.2147424918920195,-2.6720288335216074
CRMT,0.6710533907744877,0.43210965273846663,-74.35092481282425
ALZN,1.3532501876602394,-0.9804393077230329,-1.0678840579618005
ATSG,0.6758997586682327,0.5123280001813797,-24.855558206122428
AEM,0.49147805900564406,0.3646727668955224,-19.016724138409213
D,0.21390512880530035,0.5684557940121171,-99.82052185607614
DENN,0.6555049576970943,0.28578180306768297,-1.9366504700203222
BATRK,0.3095083190637867,0.4228178284391702,-0.9388571058000857
ALDFU,0.026319799282512157,1.0893835850801106,-0.006006048147285004
AROW,0.3996467625393246,0.41864113198013103,-53.41103996539579
AGIO,0.6288731312705793,0.3210671623786876,-4.2458600477139345
CUBE,0.3689913460025797,0.3881930507275965,-2.44408083918239
ALUR,1.3323171008651682,-0.23787042743399986,-1.0832786882509926
AMOD,1.2173063733374592,-0.302485294174083,-1.135109389889819
ABAT,1.6907746073874448,0.5493134177642549,-11.498095239911764
BCC,0.41233914633575663,0.5690434454920125,-2.0013863949555253
ANVS,1.3744756420587518,0.49533898730440545,-16.8373747945383
ADAG,0.8626040388207264,-0.3760096028725775,-1.0954198308997167
ARMP,1.2507558367938088,0.24212546623496312,-3.9230748571428595
AEIS,0.6031672079791323,0.42356101727588913,-6.775999297981246
ADN,1.3786886450659872,-0.0512463813440382,-1.9280357366454335
ABEV,0.3568493733871132,0.377126346719496,-23.093699916544974
CPT,0.28342689044704494,0.47447309939662613,-18.196060393204068
AGM,0.5854376475549039,0.5518809926371636,-39.99578860158496
AMWL,0.8098433040673132,-0.6576887204408195,-1.8572675192673
DGP,0.3662803751320464,0.3350568764770499,-2.1064653506822513
DEA,0.2350769203101179,0.1491176576853718,-1.358534322237141
BDSX,0.9333572836429956,-0.19357470705123997,-2.358676899752579
AEG,0.3947531108340021,0.3470919607496567,-54.611985274594105
AUID,1.1160528969509524,-0.03843830163150522,-1.931111143694983
CSTL,0.7710937095787234,0.4197283094347711,-3.7264029072008857
CSCI,1.0432883748732367,-0.031802918399080005,-1.166662393162393
AON,0.2754389378328996,0.579311442529842,-80.3217328886782
ARQT,0.8014279959974616,0.18823849285191346,-1.3983287179618755
CUE,0.8710274772449241,0.03435125856564986,-2.3745881996902787
AU,0.4924815970307622,0.2870555114951816,-3.409456583922526
AGAE,0.8344750369643315,0.028958372842937365,-1.0617801256972692
ADIL,1.441015108629174,0.05278486167621218,-2.0696259353523523
ASML,0.48664861997618797,0.6527700239135269,-353.0291761444507
ABUS,0.8828332490027364,0.3578198680677794,-4.811200084686274
ACON,1.7331490756045806,-0.8051973459824878,-0.9603921568529767
ALTM,0.6871210832305145,0.2851181278296693,-1.8223040420060435
APLT,1.0873850318981306,0.13584393595582717,-5.633846276845687
DAO,0.9451793204593776,0.36658279782038306,-3.467741907573269
ATRA,0.9614275565587909,0.18168907705439577,-5.315833333333334
ALK,0.4280023019744122,0.4342806489699947,-101.12355284161728
ACGL,0.2914549604741182,0.5455436810715875,-10.98635503582165
AIT,0.316769777943106,0.5211349066833155,-45.74866231650398
CRBU,0.872518992045914,-0.3961748175118924,-1.7301493118058398
AA,0.37051399110242966,0.2941082548011819,-59.26429172247839
AFJKU,0.10844354033258838,0.7317262514872881,-0.06200788621088282
AEI,1.2721221529664166,-0.2891893641003085,-4.950774774895059
AVIR,0.7343492772324862,-0.3212804319148133,-2.8796235086813566
ADC,0.3143271167640575,0.48939996949417003,-11.629900669866092
AFBI,0.3112489266128652,0.24857392332368689,-0.646622113250203
ADVM,0.8171065147220989,-0.04139318819281639,-2.371224060059221
ANSCU,0.13321522308154976,0.34163288867187996,-0.10730253042543358
CURV,0.8539841530119509,-0.043747111430823785,-1.1260346092644191
DALN,0.5027950156931976,0.444006728322789,-0.6290644740748284
AMTB,0.5149814079471249,0.21307654601423168,-0.7767617265901496
BCDA,1.9431103666777412,0.6110731641582288,-2.0570909347433237
CRUS,0.6262572497489904,0.42687543211674417,-9.687499999999984
AGCO,0.4436110219761348,0.4269199436626338,-14.073996950917817
AOMN,0.07656641231385175,0.1842216046314004,-0.046041978154696794
CWCO,0.49170353173523695,0.449972088336797,-20.81555526584227
CURI,0.8100071963614941,0.06399180968268971,-2.2676764812900454
AVTX,1.7047454718791477,0.10635192837575984,-1.1279068798499365
CXM,0.547257711428333,-0.151509615818769,-0.8671079806033128
ANNA,0.41753068631310775,0.0935347882903665,-0.6129685698121983
BC,0.439304136443145,0.41813833641191983,-48.90688691190086
AMKR,0.6665316570834938,0.34988094960030686,-4.608181680399454
DCGO,0.5922444362573432,-0.006669994736735873,-0.8019417780914692
CXAI,2.339905711709437,0.42408996787104714,-1.2521995105403876
CVX,0.25614680236378645,0.47033353358906244,-170.59950555924695
ADEA,0.4952912598117291,0.339629089945393,-2.2360427621667065
BAYA,0.02718751643367626,2.07011374313618,-0.012973967547663667
ALLE,0.25746695668517794,0.48701400167532977,-1.3763198703457613
AXTI,0.7602244683204222,0.2782990067616397,-4.2602298835228165
CQP,0.4137290634975534,0.52460110386227,-4.021348348813528
AES,0.4799482754018539,0.32167537131141366,-21.744034865030045
ATXS,0.899354608453118,-0.06711501600801548,-1.0734224039328784
AGO,0.4875689765851502,0.41720590140221236,-2.1544125012448605
BBDC,0.3209985156526818,0.3858322748585429,-2.648967332191088
ALB,0.3854828879325843,0.41265627604090793,-58.98868826014629
AIG,0.425742640364793,0.2678608720813824,-89.24727429498004
ASGN,0.5171970018926189,0.4610564552374656,-34.79225601688528
BEAGU,0.05032974873027213,1.102353642598773,-0.014000034332274813
AEF,0.27790668472317537,0.39331505150807533,-14.63614196865349
AEHL,0.949199290821108,-0.15771867256421096,-1.106082920593043
BEEP,1.0825748080599833,-0.04307168117077293,-0.5607143157193465
CRCT,0.7128466599480615,-0.022780722238665525,-2.067525157224177
BARK,0.7482126532025708,-0.27671820453944507,-1.405533636961131
DB,0.42554307591638635,0.14599329652766113,-3.330585214665598
AADI,0.8881299998249528,-0.032254379185096625,-1.116363635568908
ARKR,0.5370996316169381,0.30899843942801164,-4.463598438411786
DCTH,1.1882973556985896,-0.12328075619050294,-2.1060159500693496
ACV,0.2606277308222499,0.48776097305106497,-1.532581812290745
ABLV,0.9530463490870189,-0.3357632463385818,-0.98333332935969
CYBN,3.7589017207608255,0.46726782658909344,-2.2654081418038197
CRGO,0.7799949910243942,-0.006346025412364591,-0.9396728087649898
BCAX,0.6961059714079894,-2.3606401626009657,-0.6086186637330077
AAL,0.6513658807115201,0.29473584681873083,-2.984877098902673
CXT,0.32137305575602265,0.4725371378597464,-42.756777993491426
CXH,0.14756212948380654,0.3324984314131601,-2.184808461549232
A,0.4117948758000903,0.3514744921768704,-3.669349351772854
BEAT,1.0997375303233075,0.323470447340032,-1.1317647204679593
ABVE,1.4138953013279498,-1.2087843478447877,-0.9494983302326956
BCAT,0.16571701030677805,0.24804354352599037,-0.42791863923031015
ADT,0.5097075567945228,0.17010414896612744,-0.8061019932118031
AIRI,2.0788145007543095,0.5827531279704254,-1.6944574504307925
ACHR,0.8292610180810797,0.3564514214108876,-1.5402184572447057
CW,0.27572330719505384,0.5896756696680162,-86.19720991897191
ATNF,1.6066671485768902,-0.15374865738205887,-1.2347313896896914
ARI,0.36776425570266424,0.3050684586749091,-2.099202130240457
CVV,1.0229133543468034,0.3907259453661956,-17.17000031471244
DIAX,0.17520471367111481,0.38524434484300385,-0.6877046058693619
AUNA,0.5643019171275045,-0.16762492999404632,-0.4359999656677246
AVGO,0.3694486139011239,1.0778213609858476,-40.418037187048014
BBIO,0.9021473013766881,0.5016015701168182,-2.4894327083919916
AKRO,1.0335154154905757,0.6037093122111292,-2.3096446290129573
BCX,0.22865238309748018,0.16052778347677893,-0.623088110820196
BDC,0.4916200301317028,0.4271191796575923,-12.379096004474334
CRT,0.3888784099263457,0.4065040689192401,-33.91260140534132
ARGX,0.531366607351787,1.0457546436437817,-9.589015348089356
BBU,0.3987083713661925,0.2980813188264238,-1.3069882989357287
ATLX,1.177682237678504,0.30022930027986244,-3.5362744992625346
ASLE,0.4635748772326672,0.08151577981318149,-1.9613428161352755
ATO,0.2298095633329238,0.5702593284394658,-27.233307837765935
BBDO,0.5509177447339997,0.06381717294630923,-1.111104565525855
CSQ,0.2397663203656501,0.4678400582683431,-1.9156634958470433
CVLT,0.4046250111464516,0.4985744795161363,-3.7345452742143146
AZ,1.0640874080844276,0.547534841235714,-5.541371181684115
DBD,0.4312132431871901,1.3382371566870583,-0.5013952920603206
ADGM,1.4564141767832426,-1.5138468414104214,-0.866101703545171
ATI,0.5379352944933433,0.34615333218659794,-5.542379989542043
APA,0.43474923627735584,0.3192698985547619,-55.26961180041172
BBLGW,9.850091778721858,0.928331915795698,-51.68695971627785
AVD,0.5927589643315496,0.4167078064809555,-127.23698061620217
AFGE,0.17430599713939712,-0.22269708978142752,-0.3570745656106521
ALX,0.3864939174906326,0.3867935088101958,-57.066456687444294
CZFS,0.3107148851602305,0.3638903889161704,-5.312784354622134
ARDX,0.8666686866211283,0.34201355918052057,-2.262753211019996
ATLCZ,0.05926198306048599,1.4175656946538684,-0.0325352853190537
CSAI,1.249180347232002,-53.117816926538715,-0.5356159077230581
AIMD,2.642811940228364,0.7869301582849578,-11.327825930459603
ALGM,0.47589831756239115,0.3564549104959218,-1.838797974249748
AWH,5.308951813995652,0.3040176513131392,-1.1215372549007137
DGHI,1.356487713990746,0.6762603783260991,-6.66974353986536
ACGLN,0.16843477926274608,-0.1291866672045715,-0.3397477261461499
ALCO,0.3871857648996512,0.30080960584690575,-17.745008999433054
CVS,0.3084368780271735,0.39896843696653833,-88.76809936799846
ANGO,0.46109066211727784,0.1888065786141414,-1.9040589926735974
CUBI,0.46652567250126586,0.5139368966420718,-6.329313754922633
BBN,0.1434844373566865,0.3951719034652106,-1.1109079245189404
ATOM,0.8635971328384272,0.43033573067165987,-5.57667952595982
ATOS,1.5218846228695824,0.11830632009639803,-3.0536352505572704
AXTA,0.3181428071476887,0.29718250698920895,-1.1106976353844895
ATMP,0.2858144977037778,0.36119684483488534,-1.0351684359062874
DECA,0.5889516325662595,0.38949228563980315,-0.7726358782079172
AUST,1.0035793058800784,0.1272394739003252,-0.6263440927407249
ALVR,0.9527239766515947,-0.4169710351643656,-1.8646184434900483
ATPC,2.1204490117085895,-0.5069931775630859,-2.215246913609681
AXDX,1.110354551627597,0.4597865294909386,-325.1840065002421
ALSN,0.2811307414757032,0.5935510062915912,-1.1854044351803623
DGICB,0.5038424306530147,0.36323727626775404,-9.73772013473852
ACLS,0.7110528243516708,0.3130932517313412,-1.3199033506826368
CYBR,0.47666846968063525,0.7232266721572923,-2.9143038390024953
BCG,1.911369489957351,-0.2887641812175289,-0.7667953464227529
AREB,1.719622412401615,-0.5026837929094667,-1.1698558100003928
AMTM,0.8243778680238786,-0.38468588267933157,-0.5167857578822544
CSCO,0.3933026019893498,0.6853350453826242,-894.8360261310892
ACI,0.31665479779539996,0.5927180689816817,-0.7963832873765426
ACRV,0.9977764045057621,0.011748954134428244,-1.1820895920938512
CVLG,0.5563283269185704,0.32105965850778684,-1.577894911220655
AL,0.40825304151534647,0.2916122399755704,-1.453737032107688
ATS,0.3515693111801267,0.4047997723477618,-3.2506886552956145
BCV,0.17831649979575812,0.35014999423308485,-8.345361800826206
CTNT,4.134356410912139,0.48295357308896525,-3.504635366431684
ACRS,1.1136380836268192,0.34287170778043136,-2.92714942436478
ADD,1.3799562080249088,0.07797573037750596,-2.9054436363632044
ACM,0.3589579955722499,0.4071391272725102,-1.2860406701412808
ASC,0.4977503656748487,0.24438095648717426,-1.0976098626297264
ATUS,0.5983131150958589,-0.2415369896094324,-1.178499497413845
CSLR,1.6233928317827504,0.26643578663092443,-0.9414682620401856
ADAP,1.0991832198427696,0.091841219130858,-1.200870655758765
BEEM,1.071476196609572,0.38152448502715347,-3.4751218935338266
ALC,0.27489018931725206,0.3860769371827109,-0.5562334130395764
CYD,0.6698525423031757,0.38349097228372386,-4.910055716324722
BAND,0.6599534662865159,0.27311205466510796,-8.670599189192323
ATHS,0.06404452584585438,0.21064843453416746,-0.05387341158974834
AFGC,0.2632423778943202,0.07302905190065256,-0.45111951666819283
BCH,0.297170922718266,0.5379313997093117,-9.691665284866811
ATRC,0.5847809280926778,0.3389887882816815,-4.738028146690457
ATEN,0.4812504447472873,0.2928327326223576,-0.7672132280665207
CTDD,0.33768573717509526,0.25624920751865227,-0.8438460155238212
ANIK,0.6805523807171652,0.40561575067974015,-14.447500228881982
AGNCL,0.15492038847366812,0.7240678183407515,-0.13275095922282032
ASA,0.35137168277865183,0.30970091025355545,-15.732292927645878
ARBB,1.9192694582927636,0.02741388018328155,-1.1195928805665512
CVI,0.6111742728784262,0.38404865596038246,-4.309438844434975
ARMK,0.3483210159728947,0.38236864215368355,-1.5183796504275646
ARW,0.4253470600463324,0.35066580510400996,-9.56900265397487
ALE,0.229770320529771,0.36899011301021023,-14.615307244378855
ALCE,0.9132275894652139,-2.1383362448505787,-1.100101112234579
BEAG,0.022942639561423405,3.6478612856448596,-0.0030441130760703317
AGRO,0.36750641326798034,0.12494639219534799,-0.7896825310719813
AEON,1.6626837161670693,-0.6974111735119652,-2.1864865821086172
AMRX,0.6854924290505765,0.1886561561790196,-1.563562230944391
ADMA,0.66017821618021,0.4027941084512253,-1.3376319254170752
BDN,0.5495354870270456,0.27052184867794893,-2.930831667229156
AIMBU,0.058618780062675464,1.3262346539140104,-0.05113635799198435
CYH,0.6263827779309588,0.22198191779922175,-4.3201338679690755
AIRJ,1.2165091523540685,0.32597233092123784,-2.442871535445484
AXS,0.27150850643772223,0.41417382565929933,-1.8937278809015279
CURB,0.4646699974762067,1.517542083486192,-0.14786965698866794
AFYA,0.5038195979357286,0.11024689979070229,-0.98896433638474
ATMVU,0.14732656654043125,0.4452573550875726,-0.10169486851892495
AGNCP,0.35730958976066585,0.3243997549334064,-0.6055999650594283
ALTS,1.2193037792484964,0.4725756327451173,-2.7478571427719927
ATNI,0.48169414424279605,0.30430658613362926,-15.82849473622726
AMC,1.3255130061991485,0.18464619583398797,-4.44457853605396
BCAB,1.1091735503423075,-0.42470516721833923,-2.0040103517333168
AMST,1.2522224170969638,0.046772710670926754,-1.743736966202035
CRON,0.6987314843229143,0.009689758859974784,-2.4023991954816024
ACIC,0.6690203510578255,0.38456794475162437,-4.262646882845182
AIRS,0.8171319304658321,0.03667626796719823,-1.046429521503336
ALRM,0.39650343816497213,0.5343328702298016,-3.954977865322559
BANX,0.27258940967791945,0.35432490808715866,-0.8254402434319416
BDX,0.2575319658276507,0.485140526606006,-66.18383089995993
AVY,0.30711706587645204,0.39968598286944446,-32.8681451717472
BANL,1.360799027911315,0.25807790754565835,-4.387755421454861
AMLX,0.9872578308652673,0.1757471317142276,-2.3510766695432785
DHI,0.4642358945422173,0.5228832326845888,-60.164962868349235
ANY,1.3526476928253384,0.10990987726715405,-10.666241496598644
AAME,0.8179217880417954,0.35875769134951135,-4.042763233202544
AG,0.6542065693036013,0.3424672669070217,-5.892858021080238
AWX,0.6224688907434305,0.24279814623891263,-1.4548148402461194
ARLO,0.7633630684897927,0.244952202736179,-1.0325359003630252
AMED,0.6569260067712845,0.4597499441973808,-46.54666718982527
ALEX,0.3442555952409122,0.22068778160204414,-1.330862217015612
AENT,0.8854591642691141,0.2762811622375474,-1.0167795425583765
BBW,0.6242509313091127,0.3382561873188516,-1.4698893420274184
DBVT,1.8459205400612908,0.21565194967384996,-1.7237017755968493
ACTG,0.5848533926084369,0.3374885562188082,-22.122534188695045
AREN,1.416858907501471,0.46534387899018453,-7.040259757048344
AAM,0.014190021347523075,2.8983084314919876,-0.002504971911518661
ADBE,0.48310752945223007,0.6322429493635736,-1976.3267462589722
ALLR,1.3015582012819578,-3.2540154983011624,-0.9484355535124956
ANSC,0.015107870474077665,2.0020151221767577,-0.0031715105255774034
AMBI,1.2416104913948196,0.2982779813359084,-2.430456716064738
ASB,0.33888688273075324,0.45609889873407317,-74.61128580259975
AS,0.48572634323706615,1.7079595161215044,-0.4809364329173669
CWH,0.6104314213369505,0.3714248187044015,-1.9578153946768928
DEC,0.48166558702776613,0.5640563204425022,-0.41747524058019814
CTRE,0.41999415101395415,0.5368239775268447,-2.547490788772519
ASPC,0.008367834002393323,1.5522414999463665,-0.001003031957271583
ABNB,0.48576394780470056,0.2064016681759066,-0.9648114791678349
CRM,0.4189053047387579,0.6903957077114498,-43.36277107799462
CUBA,0.4579950265419623,0.2593817528688112,-2.933854930603376
CULP,0.5422497748435885,0.26474334561697144,-6.652762482188493
AMAT,0.4797851934728137,0.5835933454186656,-1347.7759221526762
AZPN,0.6241947301742204,0.4857392029535225,-11.408486106179073
AIXI,1.1945506938095785,-0.46779141048374745,-1.5084745906612995
CRH,0.3520424763698297,0.498566711207991,-15.626159888504763
ADPT,0.7696998398461349,-0.05310341047535499,-1.3541407631211175
ARTW,0.6704911660981513,0.28144916271340503,-1.4154017026480383
BANR,0.4500392082760868,0.2507075048121881,-5.417598367589714
CWEN,0.34361522188089283,0.32764533937165297,-1.3355151690915943
ALL,0.30135125334107266,0.46672180964990234,-6.689230812452381
DEVS,1.7819976768563166,-1.0994061400631006,-0.6033613612057328
ACHV,0.9237869883300148,0.05052436198822749,-6.456133191564827
AVGR,1.3300004428161984,-0.5451735811582417,-1.8581078634884907
AGFY,1.7181096819290593,-0.2559993488055715,-2.899917485379337
ALVO,0.5547881512722588,0.4569121642748087,-0.7350515234849175
DAN,0.7281154357859331,0.36004218114046327,-2.3330761936515545
CRC,0.4369144894846882,0.8975729665287128,-1.0972507940514507
DAVA,0.5078388170637366,0.3555689265382339,-6.302795902375249
BBVA,0.36120388747828175,0.3630286015378717,-10.27830673146203
AIN,0.355728589895593,0.3134902011538271,-6.265857381270953
DGNX,11.754651037756888,5.274694665276281,-1.6392158059512871
ATXI,1.2892575183120085,-0.3219690984972265,-1.5225903479204737
CRKN,2.5264198834880784,-0.7126543169046947,-1.6470577690631478
APPN,0.6710916628654782,0.4474178273406352,-12.181764967391137
AOD,0.256427349569977,0.16857299622633248,-0.7409144816810742
ABSI,0.9787818051865822,0.016504851286163753,-1.2730450727992242
AMWD,0.5889386305590136,0.3922462668092878,-19.439032238773557
BBGI,0.7832203012152795,0.19249077314344815,-1.37894548331944
DHC,0.49037076815853353,0.2649844587015485,-10.19312085077864
ARBKL,1.1526535091820116,0.4002740687139802,-0.987886600224327
AACG,2.50517720914446,0.3261853555598296,-20.21932301309892
DAR,0.6986725328555291,0.4131367085337432,-15.480000087193023
ARDT,0.5141307127972391,-0.26314405213875786,-0.3693641979841201
CTBB,0.3388104988695214,0.22649281769179866,-0.8047492917989733
AQB,1.14356624775878,-0.2039078382357208,-1.4046367892635738
CTLP,0.8277153319546127,0.236293423243082,-1.9073818181861522
ACEL,0.38439359709320736,0.2263383640820746,-0.7836734366188577
DARE,1.1420549287577313,0.028698670282461525,-1.5529074831310585
ANGI,0.6483785910551777,0.04125669403862554,-1.6734177049393253
DHF,0.20966317637677162,0.2527413410798408,-1.164834261282204
DGICA,0.3431212009896197,0.3384433726278148,-1.3318261330307732
AMR,0.6218642166351375,1.3424008276945534,-19.83828384037511
ACIU,0.8029076524061547,0.1363985768686349,-1.0654544974818378
ASPN,0.6968825973156173,0.34116022040244787,-5.470366791391926
CTXR,1.0400355370396455,0.03276273913609555,-2.493146666844685
ANDE,0.41272320031435106,0.3937141386333208,-14.105182826297947
BCAL,0.3899514144891889,0.21976694212749676,-0.8476190112885961
ARTV,0.9370962356638459,-1.6830661376410647,-1.012744211918254
ALTG,0.5293146315085016,0.17535000991776495,-1.4740050376525593
CSWI,0.29944665059551023,0.9709166822199681,-3.7514933913064485
AMS,0.8417434095318551,0.3901429380053245,-2.102272651026391
AMBP,0.41682876115103007,-0.679411944191961,-0.7963030904241624
AMSF,0.3364550810559103,0.5274529357894107,-4.009106867006473
CTVA,0.3422983450989053,0.5765216413269326,-0.8553495774808717
AMPY,45.006990571581,0.2775394779271826,-1.0477563955860427
DHCNI,0.3880821087184943,0.24418315830064657,-1.1988975237409163
ASYS,1.0879941526043901,0.46122225075943973,-2.6169999599456784
AOS,0.3257771434421726,0.5033735918678599,-79.44511375549247
BALL,0.2947328167919461,0.5035487518935776,-404.450459411045
CUZ,0.3575269790626914,0.41228088964463266,-105.64619936306386
AAMI,0.38282795929194924,0.33944955435160695,-1.2337131906821213
ABL,0.4162034904119996,0.06198986020861175,-0.5721649793676974
AMRK,0.44162842195343427,0.5497260505176244,-4.057701682742098
ADP,0.2604837703447003,0.6594342455569245,-159.02951133933223
APCX,5.7359849180824725,1.0862566340372208,-5.0616160300128
ALIT,0.3941953214051893,-0.08046522813255981,-0.6272814682272455
AUR,0.9278164560108849,0.34526109316810105,-1.611503619631946
APLM,1.5222241803498233,-0.435688242798671,-2.9624646466187756
ASPI,1.1366773196541036,0.8661008256815097,-1.6375002118093687
DFH,0.571796975064401,0.2612546275440196,-1.198223508451544
CTS,0.41119253394351646,0.3602040995453244,-38.190017033344
ABCL,0.6698600960944243,-0.686790625162533,-1.015996847897466
AFCG,0.3211093886880604,0.07287927342463353,-0.5868693648930965
BA,0.3394055293274907,0.45955154546635757,-1721.6475472201887
AMH,0.22439355862941449,0.44195137114679556,-0.9523272788292259
CVR,0.2875254202260769,0.22248023335511516,-8.779356629123733
ABVC,926.7218214095659,0.2262848780189304,-15.729999519361215
ARL,0.5423479680022205,0.29598149891630016,-4.081988034301379
AMRC,0.5366821268690435,0.34087339604104716,-7.891649709560648
AKYA,0.7678682299849499,-0.3919123464364666,-0.959077053316499
DBRG,0.49514650828340484,-0.0452691593825653,-1.2948285955188197
CSV,0.4579794657260854,0.2850522027297624,-3.0555087729415646
CSX,0.3048900929728903,0.5295282706619743,-83.13762454902584
ACNB,0.3493308262345117,0.30804605988815253,-2.3261401910763215
ASST,2.0429299498352926,0.1193692833351292,-0.9439999706604907
CSWCZ,0.06979061383549583,0.9733962721193293,-0.030277636770421168
CYCCP,1.0220834354211126,0.5632339676612864,-20.269510834011758
DHIL,0.75005857780129,0.538159519552343,-30.85875430940054
AMBC,0.43854998129132183,0.08869421505271832,-1.3554454990256488
ASTI,1.429007182501558,-2.4202680941407113,-1.0399872187495232
